"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2034","33 years","Both sexes","Method - M3","Number","69403"
"Population Projections based on Census 2022","2034","34 years","Both sexes","Method - M1","Number","78550"
"Population Projections based on Census 2022","2034","34 years","Both sexes","Method - M2","Number","75165"
"Population Projections based on Census 2022","2034","34 years","Both sexes","Method - M3","Number","71472"
"Population Projections based on Census 2022","2034","35 years","Both sexes","Method - M1","Number","78242"
"Population Projections based on Census 2022","2034","35 years","Both sexes","Method - M2","Number","74811"
"Population Projections based on Census 2022","2034","35 years","Both sexes","Method - M3","Number","71158"
"Population Projections based on Census 2022","2034","36 years","Both sexes","Method - M1","Number","77791"
"Population Projections based on Census 2022","2034","36 years","Both sexes","Method - M2","Number","74353"
"Population Projections based on Census 2022","2034","36 years","Both sexes","Method - M3","Number","70655"
"Population Projections based on Census 2022","2034","37 years","Both sexes","Method - M1","Number","77033"
"Population Projections based on Census 2022","2034","37 years","Both sexes","Method - M2","Number","73601"
"Population Projections based on Census 2022","2034","37 years","Both sexes","Method - M3","Number","69855"
"Population Projections based on Census 2022","2034","38 years","Both sexes","Method - M1","Number","75282"
"Population Projections based on Census 2022","2034","38 years","Both sexes","Method - M2","Number","71847"
"Population Projections based on Census 2022","2034","38 years","Both sexes","Method - M3","Number","68064"
"Population Projections based on Census 2022","2034","39 years","Both sexes","Method - M1","Number","75406"
"Population Projections based on Census 2022","2034","39 years","Both sexes","Method - M2","Number","71972"
"Population Projections based on Census 2022","2034","39 years","Both sexes","Method - M3","Number","68168"
"Population Projections based on Census 2022","2034","40 years","Both sexes","Method - M1","Number","74970"
"Population Projections based on Census 2022","2034","40 years","Both sexes","Method - M2","Number","71541"
"Population Projections based on Census 2022","2034","40 years","Both sexes","Method - M3","Number","67742"
"Population Projections based on Census 2022","2034","41 years","Both sexes","Method - M1","Number","76897"
"Population Projections based on Census 2022","2034","41 years","Both sexes","Method - M2","Number","73476"
"Population Projections based on Census 2022","2034","41 years","Both sexes","Method - M3","Number","69682"
"Population Projections based on Census 2022","2034","42 years","Both sexes","Method - M1","Number","80054"
"Population Projections based on Census 2022","2034","42 years","Both sexes","Method - M2","Number","76628"
"Population Projections based on Census 2022","2034","42 years","Both sexes","Method - M3","Number","72843"
"Population Projections based on Census 2022","2034","43 years","Both sexes","Method - M1","Number","81720"
"Population Projections based on Census 2022","2034","43 years","Both sexes","Method - M2","Number","78304"
"Population Projections based on Census 2022","2034","43 years","Both sexes","Method - M3","Number","74536"
"Population Projections based on Census 2022","2034","44 years","Both sexes","Method - M1","Number","82594"
"Population Projections based on Census 2022","2034","44 years","Both sexes","Method - M2","Number","79177"
"Population Projections based on Census 2022","2034","44 years","Both sexes","Method - M3","Number","75438"
"Population Projections based on Census 2022","2034","45 years","Both sexes","Method - M1","Number","81162"
"Population Projections based on Census 2022","2034","45 years","Both sexes","Method - M2","Number","78033"
"Population Projections based on Census 2022","2034","45 years","Both sexes","Method - M3","Number","74644"
"Population Projections based on Census 2022","2034","46 years","Both sexes","Method - M1","Number","83116"
"Population Projections based on Census 2022","2034","46 years","Both sexes","Method - M2","Number","80283"
"Population Projections based on Census 2022","2034","46 years","Both sexes","Method - M3","Number","77259"
"Population Projections based on Census 2022","2034","47 years","Both sexes","Method - M1","Number","85902"
"Population Projections based on Census 2022","2034","47 years","Both sexes","Method - M2","Number","83364"
"Population Projections based on Census 2022","2034","47 years","Both sexes","Method - M3","Number","80715"
"Population Projections based on Census 2022","2034","48 years","Both sexes","Method - M1","Number","86571"
"Population Projections based on Census 2022","2034","48 years","Both sexes","Method - M2","Number","84238"
"Population Projections based on Census 2022","2034","48 years","Both sexes","Method - M3","Number","81903"
"Population Projections based on Census 2022","2034","49 years","Both sexes","Method - M1","Number","86617"
"Population Projections based on Census 2022","2034","49 years","Both sexes","Method - M2","Number","84482"
"Population Projections based on Census 2022","2034","49 years","Both sexes","Method - M3","Number","82462"
"Population Projections based on Census 2022","2034","50 years","Both sexes","Method - M1","Number","88570"
"Population Projections based on Census 2022","2034","50 years","Both sexes","Method - M2","Number","86638"
"Population Projections based on Census 2022","2034","50 years","Both sexes","Method - M3","Number","84831"
"Population Projections based on Census 2022","2034","51 years","Both sexes","Method - M1","Number","90455"
"Population Projections based on Census 2022","2034","51 years","Both sexes","Method - M2","Number","88717"
"Population Projections based on Census 2022","2034","51 years","Both sexes","Method - M3","Number","87118"
"Population Projections based on Census 2022","2034","52 years","Both sexes","Method - M1","Number","92429"
"Population Projections based on Census 2022","2034","52 years","Both sexes","Method - M2","Number","90882"
"Population Projections based on Census 2022","2034","52 years","Both sexes","Method - M3","Number","89493"
"Population Projections based on Census 2022","2034","53 years","Both sexes","Method - M1","Number","92009"
"Population Projections based on Census 2022","2034","53 years","Both sexes","Method - M2","Number","90666"
"Population Projections based on Census 2022","2034","53 years","Both sexes","Method - M3","Number","89470"
"Population Projections based on Census 2022","2034","54 years","Both sexes","Method - M1","Number","90616"
"Population Projections based on Census 2022","2034","54 years","Both sexes","Method - M2","Number","89554"
"Population Projections based on Census 2022","2034","54 years","Both sexes","Method - M3","Number","88652"
"Population Projections based on Census 2022","2034","55 years","Both sexes","Method - M1","Number","84704"
